id|message|group|rgba[0]|rgba[1]|rgba[2]|sub_msg|type
1330|a,You may not open a Private Store or Private Workshop for another $s1 minute(s).\0|0|79|9B|B0|a,|a,none\0
1331|a,You are no longer blocked from using Private Stores or Private Workshops.\0|0|79|9B|B0|a,|a,none\0
1332|a,Items may not be used after your character or pet dies.\0|0|79|9B|B0|a,|a,none\0
1333|a,The replay file is not accessible. Please verify that the replay.ini file exists in your Lineage II directory. Please note that footage from previous major updates are not accessible in newer updates.\0|0|79|9B|B0|a,|a,none\0
1334|a,Your recording has been stored in the Replay folder.\0|0|79|9B|B0|a,|a,none\0
1335|a,Your attempt to store this recording has failed.\0|0|79|9B|B0|a,|a,none\0
1336|a,The replay file, $s1.$s2 has been corrupted, please check the file.\0|0|79|9B|B0|a,|a,none\0
1337|a,This will terminate the replay.  Do you wish to continue?\0|4|79|9B|B0|a,|a,popup\0
1338|a,You have exceeded the maximum amount that may be transferred at one time.\0|0|79|9B|B0|a,|a,none\0
1339|a,Once a macro is assigned to a shortcut, it cannot be run as part of a new macro.\0|0|79|9B|B0|a,|a,none\0
1340|a,This server cannot be accessed with the coupon you are using.\0|0|79|9B|B0|a,|a,none\0
1341|a,Incorrect name and/or email address.\0|0|79|9B|B0|a,|a,none\0
1342|a,You are already logged in.\0|0|79|9B|B0|a,|a,none\0
1343|a,Incorrect email address and/or password.  Your attempt to log into .NET Messenger Service has failed.\0|0|79|9B|B0|a,|a,none\0
1344|a,Your request to log into the .NET Messenger Service has failed.  Please verify that you are currently connected to the internet.\0|0|79|9B|B0|a,|a,none\0
1345|a,Click on the OK button after you have selected a contact name.\0|0|79|9B|B0|a,|a,none\0
1346|a,You are currently entering a chat message.\0|0|79|9B|B0|a,|a,none\0
1347|a,The Lineage II messenger could not carry out the task you requested.\0|0|79|9B|B0|a,|a,none\0
1348|a,$s1 has entered the chat room.\0|0|79|9B|B0|a,|a,none\0
1349|a,$s1 has left the chat room.\0|0|79|9B|B0|a,|a,none\0
1350|a,Your status will be changed to indicate that you are "off-line." All chat windows currently open will be closed.\0|0|79|9B|B0|a,|a,none\0
1351|a,Click the Delete button after selecting the contact you wish to remove.\0|0|79|9B|B0|a,|a,none\0
1352|a,You have been added to $s1 ($s2)'s contact list.\0|0|79|9B|B0|a,|a,none\0
1353|a,You can set the option to show your status as always being off-line to all of your contacts.\0|0|79|9B|B0|a,|a,none\0
1354|a,You are not allowed to chat with a contact while a chatting block is imposed.\0|0|79|9B|B0|a,|a,none\0
1355|a,That contact is currently blocked from chatting.\0|0|79|9B|B0|a,|a,none\0
1356|a,That contact is not currently logged in.\0|0|79|9B|B0|a,|a,none\0
1357|a,You have been blocked from chatting with that contact.\0|0|79|9B|B0|a,|a,none\0
1358|a,You are being logged out...\0|0|79|9B|B0|a,|a,none\0
1359|a,$s1 has logged in.\0|0|79|9B|B0|a,|a,none\0
1360|a,You have received a message from $s1.\0|0|79|9B|B0|a,|a,none\0
1361|a,Due to a system error, you have been logged out of the .NET Messenger Service.\0|0|79|9B|B0|a,|a,none\0
1362|a,Please select the contact you wish to delete.  If you would like to delete a group, click the button next to My Status, and then use the Options menu.\0|0|79|9B|B0|a,|a,none\0
1363|a,Your request to participate to initiate an alliance war has been denied.\0|0|79|9B|B0|a,|a,none\0
1364|a,The request for an alliance war has been rejected.\0|0|79|9B|B0|a,|a,none\0
1365|a,$s2 of $s1 clan has surrendered as an individual.\0|0|79|9B|B0|a,|a,none\0
1366|a,In order to delete a group, you must not have any contacts listed under that group.  Please transfer your contact(s) to another group before continuing with deletion.\0|0|79|9B|B0|a,|a,none\0
1367|a,Only members of the group are allowed to add records.\0|0|79|9B|B0|a,|a,none\0
1368|a,You can not try those items on at the same time.\0|0|79|9B|B0|a,|a,none\0
1369|a,You've exceeded the maximum.\0|0|79|9B|B0|a,|a,none\0
1370|a,Your message to $c1 did not reach its recipient. You cannot send mail to the GM staff.\0|0|79|9B|B0|a,|a,none\0
1371|a,It has been determined that you're not engaged in normal gameplay and a restriction has been imposed upon you. You may not move for $s1 minute(s).\0|0|79|9B|B0|a,|a,none\0
1372|a,Your punishment will continue for $s1 minute(s).\0|0|79|9B|B0|a,|a,none\0
1373|a,$c1 has picked up $s2 that was dropped by the Raid Boss.\0|0|0|FF|FF|a,|a,none\0
1374|a,$c1 has picked up $s3 $s2(s) that were dropped by the Raid Boss.\0|0|0|FF|FF|a,|a,none\0
1375|a,$c1 has picked up $s2 Adena that was dropped by the Raid Boss.\0|0|0|FF|FF|a,|a,none\0
1376|a,$c1 has picked up $s2 that was dropped by another character.\0|0|0|FF|FF|a,|a,none\0
1377|a,$c1 has picked up $s3 $s2(s) that were dropped by another character.\0|0|0|FF|FF|a,|a,none\0
1378|a,$c1 has picked up +$s3 $s2 that was dropped by another character.\0|0|0|FF|FF|a,|a,none\0
1379|a,$c1 has obtained $s2 Adena.\0|0|0|FF|FF|a,|a,none\0
1380|a,You can't summon a $s1 while on the battleground.\0|0|79|9B|B0|a,|a,none\0
1381|a,The party leader has obtained $s2 $s1(s).\0|0|0|FF|FF|a,|a,none\0
1382|a,To fulfill the quest, you must bring the chosen weapon.  Are you sure you want to choose this weapon?\0|0|79|9B|B0|a,|a,none\0
1383|a,Are you sure you want to exchange?\0|4|79|9B|B0|a,|a,popup\0
1384|a,$c1 has become the party leader.\0|0|79|9B|B0|a,|a,none\0
1385|a,You are not allowed to dismount in this location.\0|0|79|9B|B0|a,|a,none\0
1386|a,You are no longer immobile.\0|0|79|9B|B0|a,|a,none\0
1387|a,Please select the item you would like to try on.\0|0|79|9B|B0|a,|a,none\0
1388|a,You have created a party room.\0|0|79|9B|B0|a,|a,none\0
1389|a,The party room's information has been revised.\0|0|79|9B|B0|a,|a,none\0
1390|a,You are not allowed to enter the party room.\0|0|79|9B|B0|a,|a,none\0
1391|a,You have exited the party room.\0|0|79|9B|B0|a,|a,none\0
1392|a,$c1 has left the party room.\0|0|79|9B|B0|a,|a,none\0
1393|a,You have been ousted from the party room.\0|0|79|9B|B0|a,|a,none\0
1394|a,$c1 has been kicked from the party room.\0|0|79|9B|B0|a,|a,none\0
1395|a,The party room has been disbanded.\0|0|79|9B|B0|a,|a,none\0
1396|a,The list of party rooms can only be viewed by a person who is not part of a party.\0|0|79|9B|B0|a,|a,none\0
1397|a,The leader of the party room has changed.\0|0|79|9B|B0|a,|a,none\0
1398|a,We are recruiting party members.\0|0|79|9B|B0|a,|a,none\0
1399|a,Only the leader of the party can transfer party leadership to another player.\0|0|79|9B|B0|a,|a,none\0
1400|a,Please select the person you wish to make the party leader.\0|0|79|9B|B0|a,|a,none\0
1401|a,Slow down, you are already the party leader.\0|0|79|9B|B0|a,|a,none\0
1402|a,You may only transfer party leadership to another member of the party.\0|0|79|9B|B0|a,|a,none\0
1403|a,You have failed to transfer party leadership.\0|0|79|9B|B0|a,|a,none\0
1404|a,The owner of the private workshop has changed the price for creating this item.  Please check the new price before trying again.\0|4|79|9B|B0|a,|a,popup\0
1405|a,$s1 CP has been restored.\0|0|79|9B|B0|a,|a,none\0
1406|a,$s2 CP has been restored by $c1.\0|0|79|9B|B0|a,|a,none\0
1407|a,You are using a computer that does not allow you to log in with two accounts at the same time.\0|0|79|9B|B0|a,|a,none\0
1408|a,Your prepaid remaining usage time is $s1 hour(s) and $s2 minute(s).  You have $s3 paid reservations left.\0|0|79|9B|B0|a,|a,none\0
1409|a,Your prepaid usage time has expired. Your new prepaid reservation will be used. The remaining usage time is $s1 hour(s) and $s2 minute(s).\0|0|79|9B|B0|a,|a,none\0
1410|a,Your prepaid usage time has expired. You do not have any more prepaid reservations left.\0|0|79|9B|B0|a,|a,none\0
1411|a,The number of your prepaid reservations has changed.\0|0|79|9B|B0|a,|a,none\0
1412|a,Your prepaid usage time has $s1 minute(s) left.\0|0|79|9B|B0|a,|a,none\0
1413|a,You do not meet the requirements to enter that party room.\0|0|79|9B|B0|a,|a,none\0
1414|a,The width and length should be 100 or more grids and less than 5,000 grids respectively.\0|0|79|9B|B0|a,|a,none\0
1415|a,The command file is not set.\0|0|79|9B|B0|a,|a,none\0
1416|a,The party representative of Team 1 has not been selected.\0|0|79|9B|B0|a,|a,none\0
1417|a,The party representative of Team 2 has not been selected.\0|0|79|9B|B0|a,|a,none\0
1418|a,The name of Team 1 has not yet been chosen.\0|0|79|9B|B0|a,|a,none\0
1419|a,The name of Team 2 has not yet been chosen.\0|0|79|9B|B0|a,|a,none\0
1420|a,The name of Team 1 and the name of Team 2 are identical.\0|0|79|9B|B0|a,|a,none\0
1421|a,The race setup file has not been designated.\0|0|79|9B|B0|a,|a,none\0
1422|a,Race setup file error - BuffCnt is not specified.\0|0|79|9B|B0|a,|a,none\0
1423|a,Race setup file error - BuffID$s1 is not specified.\0|0|79|9B|B0|a,|a,none\0
1424|a,Race setup file error - BuffLv$s1 is not specified.\0|0|79|9B|B0|a,|a,none\0
1425|a,Race setup file error - DefaultAllow is not specified.\0|0|79|9B|B0|a,|a,none\0
1426|a,Race setup file error - ExpSkillCnt is not specified.\0|0|79|9B|B0|a,|a,none\0
1427|a,Race setup file error - ExpSkillID$s1 is not specified.\0|0|79|9B|B0|a,|a,none\0
1428|a,Race setup file error - ExpItemCnt is not specified.\0|0|79|9B|B0|a,|a,none\0
1429|a,Race setup file error - ExpItemID$s1 is not specified.\0|0|79|9B|B0|a,|a,none\0
1430|a,Race setup file error -  TeleportDelay is not specified.\0|0|79|9B|B0|a,|a,none\0
1431|a,The race will be stopped temporarily.\0|0|79|9B|B0|a,|a,none\0
1432|a,Your opponent is currently in a petrified state.\0|0|79|9B|B0|a,|a,none\0
1433|a,The automatic use of $s1 has been activated.\0|0|79|9B|B0|a,|a,none\0
1434|a,The automatic use of $s1 has been deactivated.\0|0|79|9B|B0|a,|a,none\0
1435|a,Due to insufficient $s1, the automatic use function has been deactivated.\0|0|79|9B|B0|a,|a,none\0
1436|a,Due to insufficient $s1, the automatic use function cannot be activated.\0|0|79|9B|B0|a,|a,none\0
1437|a,Players are no longer allowed to play dice. Dice can no longer be purchased from a village store. However, you can still sell them to any village store.\0|0|79|9B|B0|a,|a,none\0
1438|a,There is no skill that enables enchant.\0|0|79|9B|B0|a,|a,none\0
1439|a,You do not have all of the items needed to enchant that skill.\0|0|79|9B|B0|a,|a,none\0
1440|a,Skill enchant was successful! $s1 has been enchanted.\0|0|79|9B|B0|a,|a,none\0
1441|a,Skill enchant failed. The skill will be initialized.\0|0|79|9B|B0|a,|a,none\0
1442|a,Remaining Time: $s1 second(s)\0|0|79|9B|B0|a,|a,none\0
1443|a,You do not have enough SP to enchant that skill.\0|0|79|9B|B0|a,|a,none\0
1444|a,You do not have enough XP to enchant that skill.\0|0|79|9B|B0|a,|a,none\0
1445|a,Your previous subclass will be removed and replaced with the new subclass at level 40.  Do you wish to continue?\0|4|79|9B|B0|a,|a,popup\0
1446|a,The ferry from $s1 to $s2 has been delayed.\0|0|79|9B|B0|a,|a,none\0
1447|a,You cannot do that while fishing.\0|0|79|9B|B0|a,|a,none\0
1448|a,Only fishing skills may be used at this time.\0|0|79|9B|B0|a,|a,none\0
1449|a,You've got a bite!\0|0|79|9B|B0|a,|a,none\0
1450|a,That fish is more determined than you are - it spit the hook!\0|0|79|9B|B0|a,|a,none\0
1451|a,Your bait was stolen by that fish!\0|0|79|9B|B0|a,|a,none\0
1452|a,The bait has been lost because the fish got away.\0|0|79|9B|B0|a,|a,none\0
1453|a,You do not have a fishing pole equipped.\0|0|79|9B|B0|a,|a,none\0
1454|a,You must put bait on your hook before you can fish.\0|0|79|9B|B0|a,|a,none\0
1455|a,You cannot fish while under water.\0|0|79|9B|B0|a,|a,none\0
1456|a,You cannot fish while riding as a passenger of a boat - it's against the rules.\0|0|79|9B|B0|a,|a,none\0
1457|a,You can't fish here.\0|0|79|9B|B0|a,|a,none\0
1458|a,Your attempt at fishing has been cancelled.\0|0|79|9B|B0|a,|a,none\0
1459|a,You do not have enough bait.\0|0|79|9B|B0|a,|a,none\0
1460|a,You reel your line in and stop fishing.\0|0|79|9B|B0|a,|a,none\0
1461|a,You cast your line and start to fish.\0|0|79|9B|B0|a,|a,none\0
1462|a,You may only use the Pumping skill while you are fishing.\0|0|79|9B|B0|a,|a,none\0
1463|a,You may only use the Reeling skill while you are fishing.\0|0|79|9B|B0|a,|a,none\0
1464|a,The fish has resisted your attempt to bring it in.\0|0|79|9B|B0|a,|a,none\0
1465|a,Your pumping is successful, causing $s1 damage.\0|0|79|9B|B0|a,|a,none\0
1466|a,You failed to do anything with the fish and it regains $s1 HP.\0|0|79|9B|B0|a,|a,none\0
1467|a,You reel that fish in closer and cause $s1 damage.\0|0|79|9B|B0|a,|a,none\0
1468|a,You failed to reel that fish in further and it regains $s1 HP.\0|0|79|9B|B0|a,|a,none\0
1469|a,You caught something!\0|0|79|9B|B0|a,|a,none\0
1470|a,You cannot do that while fishing.\0|0|79|9B|B0|a,|a,none\0
1471|a,You cannot do that while fishing.\0|0|79|9B|B0|a,|a,none\0
1472|a,You look oddly at the fishing pole in disbelief and realize that you can't attack anything with this.\0|0|79|9B|B0|a,|a,none\0
1473|a,$s1 is not sufficient.\0|0|79|9B|B0|a,|a,none\0
1474|a,$s1 is not available.\0|0|79|9B|B0|a,|a,none\0
1475|a,$s1 in your pet's possession has been dropped.\0|0|79|9B|B0|a,|a,none\0
1476|a,+$s1$s2 in your pet's possession have been dropped.\0|0|79|9B|B0|a,|a,none\0
1477|a,$s2 $s1(s) in your pet's possession have been dropped.\0|0|79|9B|B0|a,|a,none\0
1478|a,You can register a 24 bit 256x256 or 32 bit TGA or BMP type file.\0|0|79|9B|B0|a,|a,none\0
1479|a,That is the wrong grade of soulshot for that fishing pole.\0|0|79|9B|B0|a,|a,none\0
1480|a,Are you sure you wish to remove yourself from the Grand Olympiad waiting list?\0|4|79|9B|B0|a,|a,popup\0
1481|a,You have selected an All-Class Battle. Do you wish to participate?\0|4|79|9B|B0|a,|a,popup\0
1482|a,You've selected to join a class specific game.  Continue?\0|4|79|9B|B0|a,|a,popup\0
1483|a,Are you ready to become a Hero?\0|4|79|9B|B0|a,|a,popup\0
1484|a,Would you like to use the selected hero weapon?\0|4|79|9B|B0|a,|a,popup\0
1485|a,The ferry from Talking Island to Gludin Harbor has been delayed.\0|0|79|9B|B0|a,|a,none\0
1486|a,The ferry from Gludin Harbor to Talking Island has been delayed.\0|0|79|9B|B0|a,|a,none\0
1487|a,The ferry from Giran Harbor to Talking Island has been delayed.\0|0|79|9B|B0|a,|a,none\0
1488|a,The ferry from Talking Island to Giran Harbor has been delayed.\0|0|79|9B|B0|a,|a,none\0
1489|a,The Innadril cruise service has been delayed.\0|0|79|9B|B0|a,|a,none\0
1490|a,Traded $s2 of $s1 crops.\0|0|79|9B|B0|a,|a,none\0
1491|a,Failed in trading $s2 of $s1 crops.\0|0|79|9B|B0|a,|a,none\0
1492|a,You will be moved to the Olympiad Stadium in $s1 second(s).\0|0|79|9B|B0|a,|a,none\0
1493|a,Your opponent made haste with their tail between their legs; the match has been cancelled.\0|0|79|9B|B0|a,|a,none\0
1494|a,Your opponent does not meet the requirements to do battle; the match has been cancelled.\0|0|79|9B|B0|a,|a,none\0
1495|a,The match will start in $s1 second(s).\0|0|79|9B|B0|a,The match will start in $s1 second(s)!\0|a,none\0
1496|a,The match has started. Fight!\0|0|79|9B|B0|a,The match has started!\0|a,none\0
1497|a,Congratulations, $c1! You win the match!\0|0|79|9B|B0|a,$c1 Wins!\0|a,none\0
1498|a,There is no victor; the match ends in a tie.\0|0|79|9B|B0|a,Tie!\0|a,none\0
1499|a,You will be moved back to town in $s1 second(s).\0|0|79|9B|B0|a,|a,none\0
1500|a,$c1 does not meet the participation requirements. Subclasses and Duel Classes cannot participate in the Olympiad.\0|0|79|9B|B0|a,|a,none\0
1501|a,$c1 does not meet the participation requirements. Only Noblesse characters can participate in the Olympiad.\0|0|79|9B|B0|a,|a,none\0
1502|a,$c1 is already registered on the match waiting list.\0|0|79|9B|B0|a,|a,none\0
1503|a,You have been registered for the Grand Olympiad waiting list for a class battle.\0|0|79|9B|B0|a,|a,none\0
1504|a,You are currently registered for a 1v1 class irrelevant match.\0|0|79|9B|B0|a,|a,none\0
1505|a,You have been removed from the Grand Olympiad waiting list.\0|0|79|9B|B0|a,|a,none\0
1506|a,You are not currently registered for the Grand Olympiad.\0|0|79|9B|B0|a,|a,none\0
1507|a,You cannot equip that item in a Grand Olympiad match.\0|0|79|9B|B0|a,|a,none\0
1508|a,You cannot use that item in a Grand Olympiad match.\0|0|79|9B|B0|a,|a,none\0
1509|a,You cannot use that skill in a Grand Olympiad match.\0|0|79|9B|B0|a,|a,none\0
1510|a,$c1 is attempting to resurrect you and restore your XP. Accept?\0|4|79|9B|B0|a,|a,popup\0
1511|a,While a pet is being resurrected, it cannot help in resurrecting its master.\0|0|79|9B|B0|a,|a,none\0
1512|a,You cannot resurrect a pet while their owner is being resurrected.\0|0|79|9B|B0|a,|a,none\0
1513|a,Resurrection has already been proposed.\0|0|79|9B|B0|a,|a,none\0
1514|a,You cannot resurrect the owner of a pet while their pet is being resurrected.\0|0|79|9B|B0|a,|a,none\0
1515|a,A pet cannot be resurrected while it's owner is in the process of resurrecting.\0|0|79|9B|B0|a,|a,none\0
1516|a,The target is unavailable for seeding.\0|0|79|9B|B0|a,|a,none\0
1517|a,The Blessed Enchant failed. The enchant value of the item became 0.\0|0|79|9B|B0|a,|a,none\0
1518|a,You do not meet the required condition to equip that item.\0|0|79|9B|B0|a,|a,none\0
1519|a,The pet has been killed. If you don't resurrect it within 24 hours, the pet's body will disappear along with all the pet's items.\0|0|A0|D7|FE|a,|a,none\0
